StartTimeUtc,EndTimeUtc,DurationMs,CommandKind,CommandId,CommandText,Parameters
"2026-09-10T04:30:56.3562183Z","2026-09-10T04:30:56.3603786Z","4","Reader","a3560569-ca00-4118-ae8d-d9575ccdbef4","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:30:56.3951447Z","2026-09-10T04:30:56.4008994Z","5","Reader","734121b0-a3c1-40c7-8110-4455c61b6da1","SELECT t.customer
FROM fps.tlkpcustomer AS t",""
"2026-09-10T04:30:56.4919036Z","2026-09-10T04:30:56.4963612Z","4","Reader","d2a19799-ed7c-4327-a80c-496b3bbe1e66","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:30:56.5599374Z","2026-09-10T04:30:56.5653381Z","5","Reader","e4fdccec-217a-4b89-b7dc-46ffa99961d3","SELECT t.disease
FROM fps.tbldisease AS t",""
"2026-09-10T04:30:56.6304117Z","2026-09-10T04:30:56.6348310Z","4","Reader","4dd0816c-f0eb-436b-a0ba-5fbb063347ff","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:30:56.6632733Z","2026-09-10T04:30:56.6684227Z","5","Reader","45722f3b-5561-476b-8198-2364b3eb79af","SELECT t.mnumber, t.dt2number, t.name
FROM mabarchive.tblcapsstaff AS t",""
"2026-09-10T04:32:46.8650106Z","2026-09-10T04:32:46.8701523Z","5","Reader","1f7459b8-c688-4584-aee1-5c07204a54bc","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:46.9000075Z","2026-09-10T04:32:46.9042452Z","4","Reader","a31ecdfd-1e78-41bb-b41a-7b9b11151352","SELECT t.project, t.contract_number, t.contractprice, t.customer_name, t.date_of_submission, t.disease, t.euroconvrate, t.financialyears, t.inflation, t.isdefraproject, t.notes, t.plancat, t.prepared_by, t.programme, t.projecttitle, t.projectworkgroup, t.startdate, t.startfyear, t.submittedbyfname, t.submittedbylname
FROM mabarchive.tblproject AS t
WHERE t.project = @decodedId
LIMIT 1","@decodedId=2026/001"
"2026-09-10T04:32:46.9879420Z","2026-09-10T04:32:46.9922327Z","4","Reader","ceba5810-6568-4257-bb73-c517fa659015","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:47.0247239Z","2026-09-10T04:32:47.0293929Z","4","Reader","89fc28b6-6a07-4927-8d42-69a186f39303","SELECT t.project, t.yearno, t.markup_additional, t.markup_animals, t.markup_tests, t.markup_time, t.profit_additional, t.profit_animals, t.profit_tests, t.profit_time
FROM mabarchive.tblprojectyear AS t
WHERE t.project = @decodedProject
ORDER BY t.yearno","@decodedProject=2026/001"
"2026-09-10T04:32:47.3882678Z","2026-09-10T04:32:47.3927754Z","4","Reader","4f8d5b39-f773-4022-a446-cee82175e751","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:47.4055835Z","2026-09-10T04:32:47.4131338Z","7","Reader","18e79215-c417-496a-a332-384b1994a68c","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:47.4707262Z","2026-09-10T04:32:47.4760707Z","5","Reader","9a77e8af-dac2-4b95-8473-58b6ee27e819","SELECT COALESCE(sum(CASE
    WHEN t.chargerate IS NOT NULL AND t.nohours IS NOT NULL THEN t.chargerate * t.nohours
    ELSE 0.0
END), 0.0)
FROM mabarchive.tblstaffrequ AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:47.4764518Z","2026-09-10T04:32:47.4840052Z","7","Reader","25c8208a-623b-4771-b577-00fac5684579","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:47.4935971Z","2026-09-10T04:32:47.4977445Z","4","Reader","9776e133-282c-4a61-aad7-0a0e59b634e9","SELECT COALESCE(sum(CASE
    WHEN t.unitprice IS NOT NULL AND t.notests IS NOT NULL THEN t.unitprice * t.notests
    ELSE 0.0
END), 0.0)
FROM mabarchive.tbltestrequ AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:47.5137592Z","2026-09-10T04:32:47.5195289Z","5","Reader","8147a57f-5fbc-485a-a714-8f8e40e27bd3","SELECT COALESCE(sum(CASE
    WHEN t.number_of_days IS NOT NULL AND t.number_of_animals IS NOT NULL AND t.dailyrate IS NOT NULL THEN (t.number_of_days * t.number_of_animals) * t.dailyrate
    ELSE 0.0
END), 0.0)
FROM mabarchive.tblanimalreq AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:47.5246322Z","2026-09-10T04:32:47.5313181Z","6","Reader","e62b2688-da70-4168-a494-5a63eae30855","SELECT COALESCE(sum(CASE
    WHEN t.chargerate IS NOT NULL AND t.nohours IS NOT NULL THEN t.chargerate * t.nohours
    ELSE 0.0
END), 0.0)
FROM mabarchive.tblstaffrequ AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:47.5396467Z","2026-09-10T04:32:47.5437684Z","4","Reader","e408a676-98e1-4b46-b865-2ed1ac557773","SELECT COALESCE(sum(CASE
    WHEN t.unitprice IS NOT NULL AND t.notests IS NOT NULL THEN t.unitprice * t.notests
    ELSE 0.0
END), 0.0)
FROM mabarchive.tbltestrequ AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:47.5472398Z","2026-09-10T04:32:47.5522802Z","5","Reader","4368d464-d4fb-42ab-a0ff-a0fb92ba923a","SELECT COALESCE(sum(COALESCE(t.itemcost, 0.0)), 0.0)
FROM mabarchive.tbladditionalcosts AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:47.5487456Z","2026-09-10T04:32:47.5542182Z","5","Reader","05b1d8b3-ca16-4289-9b87-f1f8dd470108","SELECT COALESCE(sum(CASE
    WHEN t.number_of_days IS NOT NULL AND t.number_of_animals IS NOT NULL AND t.dailyrate IS NOT NULL THEN (t.number_of_days * t.number_of_animals) * t.dailyrate
    ELSE 0.0
END), 0.0)
FROM mabarchive.tblanimalreq AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:47.5574082Z","2026-09-10T04:32:47.5617328Z","4","Reader","762aafc8-e5f0-48d9-9d6d-e3e466b9b67e","SELECT COALESCE(sum(COALESCE(t.itemcost, 0.0)), 0.0)
FROM mabarchive.tbladditionalcosts AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:47.5888196Z","2026-09-10T04:32:47.5951923Z","6","Reader","17aba9ab-8edf-4a38-b300-207fba07aae8","SELECT count(*)::int
FROM mabarchive.tblstaffrequ AS t
LEFT JOIN fps.workgroupgrade AS w ON t.wggrade = w.wggrade AND @fpsYear = w.fpsyear
LEFT JOIN mabarchive.tblproject AS t0 ON t.project = t0.project
LEFT JOIN mabarchive.tbleugrade_conversion AS t1 ON w.gradecode = t1.vlagrade
WHERE t.project = @decodedProject AND t.year = @year","@fpsYear=2025; @decodedProject=2026/001; @year=2026"
"2026-09-10T04:32:47.6454018Z","2026-09-10T04:32:47.6529545Z","7","Reader","ef1d9a32-d334-4b46-8c9f-48ce51e52ff6","SELECT t.sr_identity AS ""SrIdentity"", t.project AS ""Project"", t.year AS ""Year"", t.wggrade AS ""WgGrade"", t.name AS ""Name"", t.nohours AS ""Nohours"", t.nodays AS ""Nodays"", t.chargerate AS ""Chargerate"", t.payrate AS ""Payrate"", t.npr AS ""Npr"", t.ohr AS ""Ohr"", w.workgroup AS ""WorkGroup"", w.gradecode AS ""GradeCode"", t0.programme AS ""Programme"", t0.euroconvrate AS ""EuroConvRate"", t1.eugrade AS ""EuGrade""
FROM mabarchive.tblstaffrequ AS t
LEFT JOIN fps.workgroupgrade AS w ON t.wggrade = w.wggrade AND @fpsYear = w.fpsyear
LEFT JOIN mabarchive.tblproject AS t0 ON t.project = t0.project
LEFT JOIN mabarchive.tbleugrade_conversion AS t1 ON w.gradecode = t1.vlagrade
WHERE t.project = @decodedProject AND t.year = @year
ORDER BY w.workgroup, t.wggrade","@fpsYear=2025; @decodedProject=2026/001; @year=2026"
"2026-09-10T04:32:49.1328484Z","2026-09-10T04:32:49.1370163Z","4","Reader","77af0801-d722-46a5-926b-327c89215ace","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:49.1554794Z","2026-09-10T04:32:49.1602821Z","4","Reader","d2b1c31d-57df-4fb6-8407-e1b992d929cb","SELECT t.project, t.contract_number, t.contractprice, t.customer_name, t.date_of_submission, t.disease, t.euroconvrate, t.financialyears, t.inflation, t.isdefraproject, t.notes, t.plancat, t.prepared_by, t.programme, t.projecttitle, t.projectworkgroup, t.startdate, t.startfyear, t.submittedbyfname, t.submittedbylname
FROM mabarchive.tblproject AS t
WHERE t.project = @decodedId
LIMIT 1","@decodedId=2026/001"
"2026-09-10T04:32:49.2331356Z","2026-09-10T04:32:49.2406395Z","7","Reader","096748c5-10d1-4691-b18c-73ebfccb00b3","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:49.3181727Z","2026-09-10T04:32:49.3229236Z","4","Reader","91901a3b-6d9d-4fd0-91fe-da05283c1bb8","SELECT t.project AS ""Project"", t.year AS ""YearNo"", COALESCE(sum((COALESCE(t.number_of_days, 0.0) * COALESCE(t.number_of_animals, 0.0)) * COALESCE(t.dailyrate, 0.0)), 0.0) AS ""Cost"", 'Other Costs' AS ""Category""
FROM mabarchive.tblanimalreq AS t
WHERE t.project = @decodedProjectId AND t.year IS NOT NULL
GROUP BY t.project, t.year","@decodedProjectId=2026/001"
"2026-09-10T04:32:49.3610909Z","2026-09-10T04:32:49.3680634Z","6","Reader","4c7e5d36-ded5-4302-89d3-3654292d904e","SELECT t.project AS ""Project"", t.year AS ""YearNo"", COALESCE(sum(COALESCE(t.itemcost, 0.0)), 0.0) AS ""Cost"", COALESCE(t1.csg7_group, 'Other') AS ""Category""
FROM mabarchive.tbladditionalcosts AS t
INNER JOIN (
    SELECT t0.accshortname, t0.csg7_group
    FROM fps.tblkpaccountcategory AS t0
    WHERE t0.fpsyear = @ef_filter__FPSYear
) AS t1 ON t.accountcat = t1.accshortname
WHERE t.project = @decodedProjectId AND t.year IS NOT NULL
GROUP BY t.project, t.year, t1.csg7_group","@ef_filter__FPSYear=2025; @decodedProjectId=2026/001"
"2026-09-10T04:32:49.3997944Z","2026-09-10T04:32:49.4055770Z","5","Reader","72ed26e9-c9a4-47a2-908d-83cdb1b365ac","SELECT t.project AS ""Project"", t.year AS ""YearNo"", COALESCE(sum(((COALESCE(t.nohours, 0.0) * COALESCE(t.chargerate, 0.0)) * (COALESCE(t.ohr, 0.0) + COALESCE(t.npr, 0.0))) / COALESCE(t.chargerate, 1.0)), 0.0) AS ""Cost"", 'Overheads' AS ""Category""
FROM mabarchive.tblstaffrequ AS t
WHERE t.project = @decodedProjectId AND t.year IS NOT NULL AND (t.chargerate <> 0.0 OR t.chargerate IS NULL)
GROUP BY t.project, t.year","@decodedProjectId=2026/001"
"2026-09-10T04:32:49.4253437Z","2026-09-10T04:32:49.4299262Z","4","Reader","6affcb2c-5a95-4bc2-82db-b6c228d45ee6","SELECT t.project AS ""Project"", t.year AS ""YearNo"", COALESCE(sum(((COALESCE(t.nohours, 0.0) * COALESCE(t.chargerate, 0.0)) * COALESCE(t.payrate, 0.0)) / COALESCE(t.chargerate, 1.0)), 0.0) AS ""Cost"", 'Pay' AS ""Category""
FROM mabarchive.tblstaffrequ AS t
WHERE t.project = @decodedProjectId AND t.year IS NOT NULL AND (t.chargerate <> 0.0 OR t.chargerate IS NULL)
GROUP BY t.project, t.year","@decodedProjectId=2026/001"
"2026-09-10T04:32:49.4500951Z","2026-09-10T04:32:49.4553742Z","5","Reader","05c53d9c-785f-4e80-a47f-fd64f61c812c","SELECT t.project AS ""Project"", t.year AS ""YearNo"", COALESCE(sum(COALESCE(t.notests, 0.0) * COALESCE(t.unitprice, 0.0)), 0.0) AS ""Cost"", 'Other Costs' AS ""Category""
FROM mabarchive.tbltestrequ AS t
WHERE t.project = @decodedProjectId
GROUP BY t.project, t.year","@decodedProjectId=2026/001"
"2026-09-10T04:32:50.7585776Z","2026-09-10T04:32:50.7638136Z","5","Reader","bdd7bf27-8de2-43f1-8ea9-d37a2050af57","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:50.7764227Z","2026-09-10T04:32:50.7807060Z","4","Reader","72ed7898-f400-4ab9-84da-b738dd5d32bb","SELECT t.project, t.contract_number, t.contractprice, t.customer_name, t.date_of_submission, t.disease, t.euroconvrate, t.financialyears, t.inflation, t.isdefraproject, t.notes, t.plancat, t.prepared_by, t.programme, t.projecttitle, t.projectworkgroup, t.startdate, t.startfyear, t.submittedbyfname, t.submittedbylname
FROM mabarchive.tblproject AS t
WHERE t.project = @decodedId
LIMIT 1","@decodedId=2026/001"
"2026-09-10T04:32:50.8445664Z","2026-09-10T04:32:50.8492890Z","4","Reader","7c8b3fcd-432d-4fc0-9aff-4a7270cab7cf","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:50.8930878Z","2026-09-10T04:32:50.8984800Z","5","Reader","082ac288-1be8-4a20-93ce-53d1436d3172","SELECT t.setting
FROM mabarchive.tbl_settings AS t
WHERE t.id = @id
LIMIT 1","@id=DaysInYear"
"2026-09-10T04:32:50.9135847Z","2026-09-10T04:32:50.9176462Z","4","Reader","e1f7e5dd-e3f6-4e23-ab03-164cd33db9d9","SELECT t.sr_identity, t.chargerate, t.name, t.nodays, t.nohours, t.npr, t.ohr, t.payrate, t.project, t.wggrade, t.year
FROM mabarchive.tblstaffrequ AS t
WHERE t.project = @decodedProjectId AND t.year IS NOT NULL AND t.nodays IS NOT NULL","@decodedProjectId=2026/001"
"2026-09-10T04:32:51.9256356Z","2026-09-10T04:32:51.9306169Z","4","Reader","621c7a06-e014-4069-8658-3cbae4544b62","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:51.9489315Z","2026-09-10T04:32:51.9544217Z","5","Reader","9519af87-7b84-465e-bb5c-b2dd9195c51f","SELECT t.project, t.contract_number, t.contractprice, t.customer_name, t.date_of_submission, t.disease, t.euroconvrate, t.financialyears, t.inflation, t.isdefraproject, t.notes, t.plancat, t.prepared_by, t.programme, t.projecttitle, t.projectworkgroup, t.startdate, t.startfyear, t.submittedbyfname, t.submittedbylname
FROM mabarchive.tblproject AS t
WHERE t.project = @decodedId
LIMIT 1","@decodedId=2026/001"
"2026-09-10T04:32:52.0447728Z","2026-09-10T04:32:52.0490754Z","4","Reader","a3088fb3-3a69-46c8-a332-2dc5008dfa27","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:52.0780489Z","2026-09-10T04:32:52.0828856Z","4","Reader","f20ab902-a6a9-4d6c-b29f-91a310828b37","SELECT t.sr_identity, t.chargerate, t.name, t.nodays, t.nohours, t.npr, t.ohr, t.payrate, t.project, t.wggrade, t.year
FROM mabarchive.tblstaffrequ AS t
WHERE t.project = @decodedProjectId AND t.year IS NOT NULL AND t.nodays IS NOT NULL","@decodedProjectId=2026/001"
"2026-09-10T04:32:52.1032426Z","2026-09-10T04:32:52.1090355Z","5","Reader","e614ca3d-3a17-4b99-9535-5fb3248bd90f","SELECT w.wggrade, w.fpsyear, w.avsalary, w.chargeratewg, w.directratewg, w.gradecode, w.hrschangedby, w.nprwg, w.ohrwg, w.payratewg, w.profitcentregrade, w.workgroup
FROM fps.workgroupgrade AS w
WHERE w.fpsyear = @ef_filter__FPSYear","@ef_filter__FPSYear=2025"
"2026-09-10T04:32:53.0903912Z","2026-09-10T04:32:53.0947513Z","4","Reader","cefa9b88-e54d-4f9e-ad2b-bc96a75e0f3b","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:53.1120116Z","2026-09-10T04:32:53.1169246Z","4","Reader","536b25cc-dbd7-44c6-9641-3e92df1047a5","SELECT t.project, t.contract_number, t.contractprice, t.customer_name, t.date_of_submission, t.disease, t.euroconvrate, t.financialyears, t.inflation, t.isdefraproject, t.notes, t.plancat, t.prepared_by, t.programme, t.projecttitle, t.projectworkgroup, t.startdate, t.startfyear, t.submittedbyfname, t.submittedbylname
FROM mabarchive.tblproject AS t
WHERE t.project = @decodedId
LIMIT 1","@decodedId=2026/001"
"2026-09-10T04:32:53.1744749Z","2026-09-10T04:32:53.1796515Z","5","Reader","6019ffd1-9d8a-4962-8518-e8ca1e660b2d","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:53.1927804Z","2026-09-10T04:32:53.1968922Z","4","Reader","3b735660-399a-408d-82f8-cdddd568014e","SELECT t.project, t.yearno, t.markup_additional, t.markup_animals, t.markup_tests, t.markup_time, t.profit_additional, t.profit_animals, t.profit_tests, t.profit_time
FROM mabarchive.tblprojectyear AS t
WHERE t.project = @decodedProject
ORDER BY t.yearno","@decodedProject=2026/001"
"2026-09-10T04:32:53.2498066Z","2026-09-10T04:32:53.2545023Z","4","Reader","6e8d6fc2-b0fd-4eb4-860a-db268666f43a","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:53.2677243Z","2026-09-10T04:32:53.2728449Z","5","Reader","b52afdaa-a6d8-45ed-93e9-6076ffdfadee","SELECT COALESCE(sum(CASE
    WHEN t.chargerate IS NOT NULL AND t.nohours IS NOT NULL THEN t.chargerate * t.nohours
    ELSE 0.0
END), 0.0)
FROM mabarchive.tblstaffrequ AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:53.2762608Z","2026-09-10T04:32:53.2802860Z","4","Reader","a0f79902-3a66-45ac-9b78-8b57fed2960e","SELECT COALESCE(sum(CASE
    WHEN t.unitprice IS NOT NULL AND t.notests IS NOT NULL THEN t.unitprice * t.notests
    ELSE 0.0
END), 0.0)
FROM mabarchive.tbltestrequ AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:53.2874177Z","2026-09-10T04:32:53.2945221Z","7","Reader","e6628e37-0493-44db-a646-4821c24e3174","SELECT COALESCE(sum(CASE
    WHEN t.number_of_days IS NOT NULL AND t.number_of_animals IS NOT NULL AND t.dailyrate IS NOT NULL THEN (t.number_of_days * t.number_of_animals) * t.dailyrate
    ELSE 0.0
END), 0.0)
FROM mabarchive.tblanimalreq AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:53.3012062Z","2026-09-10T04:32:53.3073312Z","6","Reader","2dd8b156-3a30-44bc-aaf0-606bc0e542cc","SELECT COALESCE(sum(COALESCE(t.itemcost, 0.0)), 0.0)
FROM mabarchive.tbladditionalcosts AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:53.3726962Z","2026-09-10T04:32:53.3769262Z","4","Reader","e624d6aa-77b5-4758-b00b-e4a32832527c","SELECT t.fpsyear, t.active, t.createdby, t.createdon, t.fpsyearcode, t.remarks, t.yearstatus
FROM fps.tblyearmaster AS t
WHERE lower(t.yearstatus) = 'open' AND t.active
ORDER BY t.fpsyear DESC
LIMIT 1",""
"2026-09-10T04:32:53.4134807Z","2026-09-10T04:32:53.4190436Z","5","Reader","77cacfb9-149c-4fdc-a51f-84f603740ccb","SELECT COALESCE(sum(CASE
    WHEN t.chargerate IS NOT NULL AND t.nohours IS NOT NULL THEN t.chargerate * t.nohours
    ELSE 0.0
END), 0.0)
FROM mabarchive.tblstaffrequ AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
"2026-09-10T04:32:53.4344107Z","2026-09-10T04:32:53.4400268Z","5","Reader","9e288a97-63d4-48b3-8bab-092535315f7f","SELECT COALESCE(sum(CASE
    WHEN t.unitprice IS NOT NULL AND t.notests IS NOT NULL THEN t.unitprice * t.notests
    ELSE 0.0
END), 0.0)
FROM mabarchive.tbltestrequ AS t
WHERE t.project = @decodedId AND t.year = @year","@decodedId=2026/001; @year=2026"
